Value,lulcc,lu_T1,lu_T2,lc_T1,lc_T2,general_T1,general_T2,macro_T1,macro_T2
4482,Natural Succession Shrubland to Orchards and Vineyards Barren,Natural Succession,Orchards and Vineyards,Shrubland,Barren,Natural Succession,Cropland,Natural,Agricultural
4483,Natural Succession Shrubland to Orchards and Vineyards Herbaceous,Natural Succession,Orchards and Vineyards,Shrubland,Low Vegetation,Natural Succession,Cropland,Natural,Agricultural
4484,Natural Succession Shrubland to Orchards and Vineyards Shrubland,Natural Succession,Orchards and Vineyards,Shrubland,Shrubland,Natural Succession,Cropland,Natural,Agricultural
4485,Natural Succession Shrubland to Pasture and Hay Barren,Natural Succession,Pasture and Hay,Shrubland,Barren,Natural Succession,Pasture and Hay,Natural,Agricultural
4486,Natural Succession Shrubland to Pasture and Hay Herbaceous,Natural Succession,Pasture and Hay,Shrubland,Low Vegetation,Natural Succession,Pasture and Hay,Natural,Agricultural
4510,Harvested Forest Barren to Tidal Waters,Harvested Forest,Tidal Waters,Barren,Water,Harvested Forest,Water,Natural,Water
4512,Harvested Forest Barren to Riverine Ponds,Harvested Forest,Riverine Ponds,Barren,Water,Harvested Forest,Water,Natural,Water
4513,Harvested Forest Barren to Terrene Ponds,Harvested Forest,Terrene Ponds,Barren,Water,Harvested Forest,Water,Natural,Water
4514,Harvested Forest Barren to Streams and Rivers,Harvested Forest,Streams and Rivers,Barren,Water,Harvested Forest,Water,Natural,Water
4520,Harvested Forest Barren to Roads,Harvested Forest,Roads,Barren,Impervious Roads,Harvested Forest,Impervious Roads,Natural,Developed
4521,Harvested Forest Barren to Structures,Harvested Forest,Structures,Barren,Impervious Structures,Harvested Forest,Impervious Structures,Natural,Developed
4522,Harvested Forest Barren to Other Impervious,Harvested Forest,Other Impervious,Barren,Other Impervious,Harvested Forest,"Impervious, Other",Natural,Developed
4526,Harvested Forest Barren to Tree Canopy Over Turf Grass,Harvested Forest,Tree Canopy Over Turf,Barren,Tree Canopy,Harvested Forest,Tree Canopy over Turf Grass,Natural,Developed
4527,Harvested Forest Barren to Turf Grass,Harvested Forest,Turf,Barren,Low Vegetation,Harvested Forest,Turf Grass,Natural,Developed
4528,Harvested Forest Barren to Bare Developed,Harvested Forest,Developed,Barren,Barren,Harvested Forest,"Pervious Developed, Other",Natural,Developed
4530,Harvested Forest Barren to Extractive Barren,Harvested Forest,Extractive,Barren,Barren,Harvested Forest,Extractive,Natural,Developed
4531,Harvested Forest Barren to Extractive Impervious,Harvested Forest,Extractive,Barren,Other Impervious,Harvested Forest,Extractive,Natural,Developed
4532,Harvested Forest Barren to Solar Field Panel Arrays,Harvested Forest,Solar Field,Barren,Other Impervious,Harvested Forest,"Impervious, Other",Natural,Developed
4534,Harvested Forest Barren to Solar Field Herbaceous,Harvested Forest,Solar Field,Barren,Low Vegetation,Harvested Forest,"Pervious Developed, Other",Natural,Developed
4536,Harvested Forest Barren to Suspended Succession Barren,Harvested Forest,Suspended Succession,Barren,Barren,Harvested Forest,"Pervious Developed, Other",Natural,Developed
4537,Harvested Forest Barren to Suspended Succession Herbaceous,Harvested Forest,Suspended Succession,Barren,Low Vegetation,Harvested Forest,"Pervious Developed, Other",Natural,Developed
4538,Harvested Forest Barren to Suspended Succession Shrubland,Harvested Forest,Suspended Succession,Barren,Shrubland,Harvested Forest,"Pervious Developed, Other",Natural,Developed
4540,Harvested Forest Barren to Forest,Harvested Forest,Forest,Barren,Tree Canopy,Harvested Forest,Forest,Natural,Natural
4541,Harvested Forest Barren to Forested Other,Harvested Forest,Forested Other,Barren,Tree Canopy,Harvested Forest,"Forested, Other",Natural,Natural
4542,Harvested Forest Barren to Natural Succession Barren,Harvested Forest,Natural Succession,Barren,Barren,Harvested Forest,Natural Succession,Natural,Natural
4543,Harvested Forest Barren to Natural Succession Herbaceous,Harvested Forest,Natural Succession,Barren,Low Vegetation,Harvested Forest,Natural Succession,Natural,Natural
4544,Harvested Forest Barren to Natural Succession Shrubland,Harvested Forest,Natural Succession,Barren,Shrubland,Harvested Forest,Natural Succession,Natural,Natural
4546,Harvested Forest Barren to Harvested Forest Herbaceous,Harvested Forest,Harvested Forest,Barren,Low Vegetation,Harvested Forest,Harvested Forest,Natural,Natural
4580,Harvested Forest Barren to Cropland Barren,Harvested Forest,Cropland,Barren,Barren,Harvested Forest,Cropland,Natural,Agricultural
4581,Harvested Forest Barren to Cropland Herbaceous,Harvested Forest,Cropland,Barren,Low Vegetation,Harvested Forest,Cropland,Natural,Agricultural
4583,Harvested Forest Barren to Orchards and Vineyards Herbaceous,Harvested Forest,Orchards and Vineyards,Barren,Low Vegetation,Harvested Forest,Cropland,Natural,Agricultural
4585,Harvested Forest Barren to Pasture and Hay Barren,Harvested Forest,Pasture and Hay,Barren,Barren,Harvested Forest,Pasture and Hay,Natural,Agricultural
4586,Harvested Forest Barren to Pasture and Hay Herbaceous,Harvested Forest,Pasture and Hay,Barren,Low Vegetation,Harvested Forest,Pasture and Hay,Natural,Agricultural
4610,Harvested Forest Herbaceous to Tidal Waters,Harvested Forest,Tidal Waters,Low Vegetation,Water,Harvested Forest,Water,Natural,Water
4611,Harvested Forest Herbaceous to Lakes and Reservoirs,Harvested Forest,Lakes and Reservoirs,Low Vegetation,Water,Harvested Forest,Water,Natural,Water
4612,Harvested Forest Herbaceous to Riverine Ponds,Harvested Forest,Riverine Ponds,Low Vegetation,Water,Harvested Forest,Water,Natural,Water
4613,Harvested Forest Herbaceous to Terrene Ponds,Harvested Forest,Terrene Ponds,Low Vegetation,Water,Harvested Forest,Water,Natural,Water
4614,Harvested Forest Herbaceous to Streams and Rivers,Harvested Forest,Streams and Rivers,Low Vegetation,Water,Harvested Forest,Water,Natural,Water
4615,Harvested Forest Herbaceous to Bare Shore,Harvested Forest,Bare Shore,Low Vegetation,Barren,Harvested Forest,Natural Succession,Natural,Natural
4620,Harvested Forest Herbaceous to Roads,Harvested Forest,Roads,Low Vegetation,Impervious Roads,Harvested Forest,Impervious Roads,Natural,Developed
4621,Harvested Forest Herbaceous to Structures,Harvested Forest,Structures,Low Vegetation,Impervious Structures,Harvested Forest,Impervious Structures,Natural,Developed
4622,Harvested Forest Herbaceous to Other Impervious,Harvested Forest,Other Impervious,Low Vegetation,Other Impervious,Harvested Forest,"Impervious, Other",Natural,Developed
4623,Harvested Forest Herbaceous to Tree Canopy Over Roads,Harvested Forest,Tree Canopy Over Roads,Low Vegetation,Tree Canopy Over Impervious Roads,Harvested Forest,Tree Canopy over Impervious,Natural,Developed
4624,Harvested Forest Herbaceous to Tree Canopy Over Structures,Harvested Forest,Tree Canopy Over Structures,Low Vegetation,Tree Canopy Over Impervious Structures,Harvested Forest,Tree Canopy over Impervious,Natural,Developed
4625,Harvested Forest Herbaceous to Tree Canopy Over Other Impervious,Harvested Forest,Tree Canopy Over Other Impervious,Low Vegetation,Tree Canopy Over Other Impervious,Harvested Forest,Tree Canopy over Impervious,Natural,Developed
4626,Harvested Forest Herbaceous to Tree Canopy Over Turf Grass,Harvested Forest,Tree Canopy Over Turf,Low Vegetation,Tree Canopy,Harvested Forest,Tree Canopy over Turf Grass,Natural,Developed
4627,Harvested Forest Herbaceous to Turf Grass,Harvested Forest,Turf,Low Vegetation,Low Vegetation,Harvested Forest,Turf Grass,Natural,Developed
4628,Harvested Forest Herbaceous to Bare Developed,Harvested Forest,Developed,Low Vegetation,Barren,Harvested Forest,"Pervious Developed, Other",Natural,Developed
4630,Harvested Forest Herbaceous to Extractive Barren,Harvested Forest,Extractive,Low Vegetation,Barren,Harvested Forest,Extractive,Natural,Developed
4631,Harvested Forest Herbaceous to Extractive Impervious,Harvested Forest,Extractive,Low Vegetation,Other Impervious,Harvested Forest,Extractive,Natural,Developed
4632,Harvested Forest Herbaceous to Solar Field Panel Arrays,Harvested Forest,Solar Field,Low Vegetation,Other Impervious,Harvested Forest,"Impervious, Other",Natural,Developed
4633,Harvested Forest Herbaceous to Solar Field Barren,Harvested Forest,Solar Field,Low Vegetation,Barren,Harvested Forest,"Pervious Developed, Other",Natural,Developed
4634,Harvested Forest Herbaceous to Solar Field Herbaceous,Harvested Forest,Solar Field,Low Vegetation,Low Vegetation,Harvested Forest,"Pervious Developed, Other",Natural,Developed
4635,Harvested Forest Herbaceous to Solar Field Shrubland,Harvested Forest,Solar Field,Low Vegetation,Shrubland,Harvested Forest,"Pervious Developed, Other",Natural,Developed
4636,Harvested Forest Herbaceous to Suspended Succession Barren,Harvested Forest,Suspended Succession,Low Vegetation,Barren,Harvested Forest,"Pervious Developed, Other",Natural,Developed
4637,Harvested Forest Herbaceous to Suspended Succession Herbaceous,Harvested Forest,Suspended Succession,Low Vegetation,Low Vegetation,Harvested Forest,"Pervious Developed, Other",Natural,Developed
4638,Harvested Forest Herbaceous to Suspended Succession Shrubland,Harvested Forest,Suspended Succession,Low Vegetation,Shrubland,Harvested Forest,"Pervious Developed, Other",Natural,Developed
4640,Harvested Forest Herbaceous to Forest,Harvested Forest,Forest,Low Vegetation,Tree Canopy,Harvested Forest,Forest,Natural,Natural
4641,Harvested Forest Herbaceous to Forested Other,Harvested Forest,Forested Other,Low Vegetation,Tree Canopy,Harvested Forest,"Forested, Other",Natural,Natural
4642,Harvested Forest Herbaceous to Natural Succession Barren,Harvested Forest,Natural Succession,Low Vegetation,Barren,Harvested Forest,Natural Succession,Natural,Natural
4643,Harvested Forest Herbaceous to Natural Succession Herbaceous,Harvested Forest,Natural Succession,Low Vegetation,Low Vegetation,Harvested Forest,Natural Succession,Natural,Natural
4644,Harvested Forest Herbaceous to Natural Succession Shrubland,Harvested Forest,Natural Succession,Low Vegetation,Shrubland,Harvested Forest,Natural Succession,Natural,Natural
4645,Harvested Forest Herbaceous to Harvested Forest Barren,Harvested Forest,Harvested Forest,Low Vegetation,Barren,Harvested Forest,Harvested Forest,Natural,Natural
4680,Harvested Forest Herbaceous to Cropland Barren,Harvested Forest,Cropland,Low Vegetation,Barren,Harvested Forest,Cropland,Natural,Agricultural
4681,Harvested Forest Herbaceous to Cropland Herbaceous,Harvested Forest,Cropland,Low Vegetation,Low Vegetation,Harvested Forest,Cropland,Natural,Agricultural
4682,Harvested Forest Herbaceous to Orchards and Vineyards Barren,Harvested Forest,Orchards and Vineyards,Low Vegetation,Barren,Harvested Forest,Cropland,Natural,Agricultural
4683,Harvested Forest Herbaceous to Orchards and Vineyards Herbaceous,Harvested Forest,Orchards and Vineyards,Low Vegetation,Low Vegetation,Harvested Forest,Cropland,Natural,Agricultural
4684,Harvested Forest Herbaceous to Orchards and Vineyards Shrubland,Harvested Forest,Orchards and Vineyards,Low Vegetation,Shrubland,Harvested Forest,Cropland,Natural,Agricultural
4685,Harvested Forest Herbaceous to Pasture and Hay Barren,Harvested Forest,Pasture and Hay,Low Vegetation,Barren,Harvested Forest,Pasture and Hay,Natural,Agricultural
4686,Harvested Forest Herbaceous to Pasture and Hay Herbaceous,Harvested Forest,Pasture and Hay,Low Vegetation,Low Vegetation,Harvested Forest,Pasture and Hay,Natural,Agricultural
5010,Riverine Wetlands Barren to Tidal Waters,Riverine Wetlands,Tidal Waters,Barren,Water,"Wetlands, Riverine Non-forested",Water,Natural,Water
5011,Riverine Wetlands Barren to Lakes and Reservoirs,Riverine Wetlands,Lakes and Reservoirs,Barren,Water,"Wetlands, Riverine Non-forested",Water,Natural,Water
5012,Riverine Wetlands Barren to Riverine Ponds,Riverine Wetlands,Riverine Ponds,Barren,Water,"Wetlands, Riverine Non-forested",Water,Natural,Water
5013,Riverine Wetlands Barren to Terrene Ponds,Riverine Wetlands,Terrene Ponds,Barren,Water,"Wetlands, Riverine Non-forested",Water,Natural,Water
5014,Riverine Wetlands Barren to Streams and Rivers,Riverine Wetlands,Streams and Rivers,Barren,Water,"Wetlands, Riverine Non-forested",Water,Natural,Water
5020,Riverine Wetlands Barren to Roads,Riverine Wetlands,Roads,Barren,Impervious Roads,"Wetlands, Riverine Non-forested",Impervious Roads,Natural,Developed
5021,Riverine Wetlands Barren to Structures,Riverine Wetlands,Structures,Barren,Impervious Structures,"Wetlands, Riverine Non-forested",Impervious Structures,Natural,Developed
5022,Riverine Wetlands Barren to Other Impervious,Riverine Wetlands,Other Impervious,Barren,Other Impervious,"Wetlands, Riverine Non-forested","Impervious, Other",Natural,Developed
5024,Riverine Wetlands Barren to Tree Canopy Over Structures,Riverine Wetlands,Tree Canopy Over Structures,Barren,Tree Canopy Over Impervious Structures,"Wetlands, Riverine Non-forested",Tree Canopy over Impervious,Natural,Developed
5025,Riverine Wetlands Barren to Tree Canopy Over Other Impervious,Riverine Wetlands,Tree Canopy Over Other Impervious,Barren,Tree Canopy Over Other Impervious,"Wetlands, Riverine Non-forested",Tree Canopy over Impervious,Natural,Developed
5027,Riverine Wetlands Barren to Turf Grass,Riverine Wetlands,Turf,Barren,Low Vegetation,"Wetlands, Riverine Non-forested",Turf Grass,Natural,Developed
5030,Riverine Wetlands Barren to Extractive Barren,Riverine Wetlands,Extractive,Barren,Barren,"Wetlands, Riverine Non-forested",Extractive,Natural,Developed
5031,Riverine Wetlands Barren to Extractive Impervious,Riverine Wetlands,Extractive,Barren,Other Impervious,"Wetlands, Riverine Non-forested",Extractive,Natural,Developed
5051,Riverine Wetlands Barren to Riverine Wetlands Herbaceous,Riverine Wetlands,Riverine Wetlands,Barren,Low Vegetation,"Wetlands, Riverine Non-forested","Wetlands, Riverine Non-forested",Natural,Natural
5052,Riverine Wetlands Barren to Riverine Wetlands Shrubland,Riverine Wetlands,Riverine Wetlands,Barren,Shrubland,"Wetlands, Riverine Non-forested","Wetlands, Riverine Non-forested",Natural,Natural
5053,Riverine Wetlands Barren to Riverine Wetlands Forested Other,Riverine Wetlands,Riverine Wetlands,Barren,Tree Canopy,"Wetlands, Riverine Non-forested","Forested, Other",Natural,Natural
5054,Riverine Wetlands Barren to Riverine Wetlands Forest,Riverine Wetlands,Riverine Wetlands,Barren,Tree Canopy,"Wetlands, Riverine Non-forested",Forest,Natural,Natural
